name,id,metroArea,lat,lng,capacity
Iac,1142291,New York,,,
Backstage Bar,1150481,New York,40.7207068,-73.9887002,
Green Dolphin Street,3047,Chicago,41.9217065,-87.6688529,
Grand Central,868576,Miami,25.780664,-80.193623,994
Bar Smith,822136,Phoenix,33.4484,-112.07177,
"Bond, The Cosmopolitan of Las Vegas",1178391,Las Vegas,36.1099345,-115.1754157,196
Ghostbar,33818,Las Vegas,36.115378,-115.195341,
Dew Tour - Ocean City,1445363,Wilmington,,,
Wicker Park,71554,Chicago,42.06583,-87.84881,
Vision,495996,Chicago,41.8936493,-87.6300256,
Nikki Beach,1405523,Las Vegas,36.128561,-115.1711298,
Crimson Lounge,34759,Chicago,41.8884408,-87.6288446,
"The Sett, Union South, University of Wisconsin",1330951,Madison,43.0719139,-89.4081352,
Union Pine,1473053,Portland,45.5208683,-122.6601902,
Bardot,808731,Miami,25.8092934,-80.195584,
Oklahoma City Farmers Market,244453,Oklahoma City,35.46279,-97.53348,1000
The Mid,1161186,Chicago,41.887093,-87.6476461,
Enchanted Forest,665356,Austin,30.2471084,-97.7694832,
Drai's Hollywood,1266651,Los Angeles,34.1013502,-118.3259571,
Mansion,79748,Miami,25.783334,-80.13196,1500
Northern Arizona University,99026,Scottsdale,35.1855558,-111.6573636,
Manor West,840431,SF Bay Area,37.781873,-122.398785,
Republic,823316,Vancouver,49.2797128,-123.1222879,
Drom,33696,New York,40.7252014,-73.9841494,350
Tokyo Bar,1893773,Montreal,45.51494,-73.57458,
Sled Island Festival,1049571,Calgary,51.04862,-114.07085,
East Village Calgary,1881278,Calgary,50.9621858,-114.0707877,
Chicago between Damen & Wood,79574,Chicago,,,
R U B U L A D,435946,New York,40.7186876,-73.9890616,
Wrongbar,34952,Toronto,43.6415058,-79.4317816,
Spybar,1353776,Chicago,41.8936153,-87.6357172,
Fairgrounds,1853088,Washington,38.8746482,-77.0074739,5000
103 Harriet,35238,SF Bay Area,37.7781545,-122.4059826,
East River Park,353411,New York,40.71159,-73.97675,
"Marquee Nightclub & Dayclub, The Cosmopolitan of Las Vegas",1411658,Las Vegas,36.109622,-115.1732124,5000
City Winery Backyard,1400573,New York,40.7263091,-74.0058243,
Touch,525186,Victoria,48.4253681,-123.3640488,400
Encore at WEM,35914,Edmonton,53.5223139,-113.6224307,
"The Loft, Barfly",791166,Twin Cities,44.9773414,-93.2749612,
Pearl,945716,Rochester,43.1552128,-77.5951016,
285 Kent Ave,1182501,New York,40.7149,-73.96662,
Peabody's,10643,Norfolk,36.8494885,-75.9764757,
Side Bar Theatre,1989869,Tallahassee,30.4350285,-84.2895743,
Hofstra USA,1560873,New York,40.716792,-73.5994041,
Time Supperclub,1997344,Montreal,45.49718,-73.5644221,
Monster Bash,1559583,San Diego,32.5525736,-117.0435386,
Gaslamp Quarter,72884,San Diego,32.72697,-117.16471,
Edison Ballroom,2044254,New York,40.7596713,-73.9857115,
The Nest,3336,London,51.5517431,-0.0748208,350
Stealth and The Rescue Rooms,520346,Nottingham,52.9570398,-1.1535577,
Lizard Lounge,18,Dallas - Fort Worth,32.78477,-96.79027,
Avenue,1936409,Houston,29.770727,-95.406638,
The Hoxton,1418338,Toronto,43.6433608,-79.4022493,
Snowglobe Festival,1589068,Reno,38.9273703,-119.9732284,
Ampersand,28572,New Orleans,29.9540823,-90.0739838,
"Montbleu Theatre, MontBleu Resort Casino & Spa",599,Reno,38.96175,-119.93826,
Colorado Convention Center,109136,Denver,39.74276,-104.994,
Chinese Laundry,496426,Sydney,-33.8686104,151.2034735,
Grand Park,2129894,Winter Park,39.8869728,-105.7625563,
Nottingham Park,951151,Avon,39.63637,-106.52702,
Clayton's Beach Bar,2145504,South Padre Island,26.137401,-97.1703662,
508 House,901476,Austin,30.2684856,-97.7369339,
Soundgarden Hall,1985974,Philadelphia,39.9600971,-75.137915,
SAT,79158,Montreal,45.5094546,-73.5628295,
Liquidsixx,2145514,Cleveland,41.5009284,-81.7002298,
Roxy Providence,1523533,Providence,41.823807,-71.414551,
Kennesaw State University Soccer Stadium,2282004,Atlanta,34.0235914,-84.5955732,
"University of California, Santa Barbara (UCSB)",68601,Goleta,34.41734,-119.8541,
Unknown Venue,106743,Stavanger,,,
Bootshaus,32639,Cologne,50.95098,6.98299,
"Body English, Hard Rock Hotel & Casino Las Vegas",127021,Las Vegas,36.1100828,-115.1538714,
Raymond James Stadium,5056,Tampa,27.97639,-82.5042,35000
"Surrender, Wynn Las Vegas",1060696,Las Vegas,36.1294702,-115.1649668,3000
The Orleans Arena,1517,Las Vegas,36.101292,-115.201714,
Indian Lookout Country Club,362991,Mariaville,42.823657,-74.152758,
Kaka'ako Waterfront Park,74766,Honolulu,21.2979701,-157.8624995,
Wolf Run Ranch,2311069,The Dalles,45.5434484,-121.0897125,
Northern Star Arena,56772,Jackson,40.1383998,-74.44072,
Williamsburg Park,1792638,New York,40.7216963,-73.9602231,7000
Mysteryland,571101,Hoofddorp,52.3162487,4.624383,
WhiteWater Amphitheater,102860,San Antonio,29.8611012,-98.1576559,
Opti Park,964521,Indianapolis,39.877938,-86.14391,
Decibel Festival,1064931,Seattle,,,
O2 Academy2 Sheffield,479846,Sheffield,53.38255,-1.4659,500
The Soundgarden at Mana Wynwood,2492039,Miami,25.79854,-80.201938,
Holy Ship,2337859,Miami,25.7787629,-80.1778981,
The Enmore,1596193,Sydney,-33.8987853,151.1740436,
Philip A. Hart Plaza,95152,Detroit,42.32847,-83.04458,40000
Las Vegas Motor Speedway,55540,Las Vegas,36.2698542,-115.0115494,315000
Dour Festival,4183569,Dour,50.40759,3.76958,
"Encore Beach Club, Wynn Las Vegas",1285851,Las Vegas,36.13019,-115.16513,
Scope,1431,Norfolk,36.8520783,-76.2862427,
Whittier Narrows Recreation Area,2574824,Los Angeles,34.0362104,-118.0562731,
MCU Park,14743,New York,40.575068,-73.984594,
Shaw Millennium Park,69543,Calgary,51.04615,-114.09068,
East Village Lot,2296574,San Diego,32.7062742,-117.147619,
Tinker Field,4762,Orlando,28.53934,-81.40545,5104
Skyway Theatre,1268616,Twin Cities,44.977412,-93.274927,
Bluestone,1204981,Columbus,39.96359,-82.98497,
Frontier Hall,2746988,Chandler,33.3061605,-111.8412502,
Igloofest Grounds,805821,Montreal,,,
Hilton Palm Springs,124954,Palm Springs,33.82404,-116.5424,
XS Nightclub,1074456,Las Vegas,36.12711,-115.16483,
Craneway Pavilion,30438,SF Bay Area,37.91155,-122.3582,
Holland Park,621951,Vancouver,49.18431,-122.84557,
Showcase,32848,Paris,48.8636692,2.3135474,
Poljud Stadium,2330779,Split,,,
Russell Industrial Center,33577,Detroit,42.37841,-83.0606,
Mana Wynwood,2897028,Miami,25.7980897,-80.2020656,
Kay Bailey Hutchison Convention Center,39147,Dallas - Fort Worth,32.77414,-96.80136,
Golden Nugget Hotel & Casino,118906,Philadelphia,39.380187,-74.4294466,
Haven Nightclub,2739148,Philadelphia,39.36428,-74.42293,
Reno Events Center,33801,Reno,39.53092,-119.81226,7500
Iu Memorial Stadium Parking Lot,1808373,Indianapolis,39.1807364,-86.5221551,
Bingemans Park,44504,Kitchener,43.4724231,-80.450515,
Beach Tampa,3171579,Tampa,27.9671334,-82.5704004,
"Intrigue, Wynn Las Vegas",3313329,Las Vegas,36.1265953,-115.1653652,
Brooklyn Hangar,2911618,New York,40.64971,-74.02138,
RC Cola Plant,2556524,Miami,25.79943,-80.20398,
45 East,3389674,Portland,45.52051,-122.66309,
Echostage,1864683,Washington,38.9198004,-76.9726045,
Adelaide Gaol,1192321,Adelaide,-34.9183115,138.5836863,
Surrender Nightclub,3497784,Las Vegas,36.1293962,-115.1653038,
Stereo Live,3275534,Dallas - Fort Worth,32.86013,-96.87936,
Stereo Live Houston,9786,Houston,29.73224,-95.49851,2000
Intrigue Nightclub,3471099,Las Vegas,36.1294,-115.1653,
Ora Nightclub,3465224,Miami,25.7960431,-80.1292036,
Output,2139279,New York,40.7223328,-73.9577161,
Bijou,3617654,Boston / Cambridge,42.3512,-71.0642,
Coney Art Walls,3060844,New York,40.57481,-73.98211,
Rawhide Event Center,3092014,Chandler,33.27232,-111.9749,
Exchange LA,109370,Los Angeles,34.045271,-118.251138,
Foundation Nightclub,1934839,Seattle,47.6123456,-122.3465061,
Opera,9495,Atlanta,33.78594,-84.38406,
World,3608904,Charlotte,35.23905,-80.84502,
Gilt Nightclub,2832458,Orlando,28.55493,-81.33424,
ZOZO Marine Stadium & Makuhari Beach Park,3457879,Tokyo,35.6452396,140.0309089,
Delano Beach Club,1770058,Miami,25.7921,-80.12918,
Kapolei Events Center,3953899,Honolulu,21.316,-158.07584,
Belknap Park,3852704,Grand Rapids,42.98101,-85.66582,
MAPFRE Stadium,888,Columbus,40.00941,-82.99109,
Hard Rock Hotel & Casino Atlantic City,3872554,Philadelphia,39.35999,-74.42124,
The Marc,2416509,Austin,29.88194,-97.94049,
Metropolitan,1414763,New Orleans,29.94183,-90.06633,
Academy,3757749,Los Angeles,34.10204,-118.32092,
Maya Day & Nightclub,2281024,Scottsdale,33.50128,-111.92294,
Club Hípico de Santiago,343356,Santiago,-33.45781,-70.66832,
Encore Beach Club at Night,4169654,Las Vegas,36.12711,-115.16483,
Agave,709361,Avon,39.63546,-106.5375,
The Met,1938209,Brisbane,-27.4829508,153.012711,
Villa,602426,Perth,-31.9464,115.86594,700
Elektricity Nightclub,3170789,Detroit,42.64238,-83.27736,
New City Gas,1449208,Montreal,45.4953163,-73.5573943,
District Atlanta,3985354,Atlanta,33.81207,-84.3786,
Sky,3041339,Salt Lake City,40.7639081,-111.8957577,
The Ritz Theater - Ybor City,4012069,Tampa,27.95999,-82.43996,
Legend Valley,45147,Thornville,39.9366796,-82.4053215,25000
The Masquerade - Heaven,4353518,Atlanta,33.75571,-84.38837,
Howie & Son's Pizza Parlor,11543,Fresno,36.3086331,-119.3132798,
UC Riverside The Barn,72317,Los Angeles,33.9756919,-117.3318892,300
"Book and Stage, The Cosmopolitan of Las Vegas",1479348,Las Vegas,36.1099345,-115.1754157,
Mohawk Patio,674216,Austin,30.2701302,-97.7359046,
Cedar Street Courtyard,49674,Austin,30.26684,-97.74539,
Maggie Mae's,84537,Austin,30.26691,-97.73975,
Malverde,867521,Austin,30.2652975,-97.7477173,
High Dive Seattle,2955,Seattle,47.65141,-122.35176,
The Reef,10559,Boise,43.6143069,-116.2014338,
Beauty Bar,901426,Chicago,41.8964,-87.66413,
Club Lambi,71551,Montreal,45.5200657,-73.5857733,
Zia Records - Oracle,130885,Tucson,32.27296,-110.9785178,
On the Bright Side,1363026,Perth,,,
Gaelic Theatre,55669,Sydney,-33.8859477,151.2072378,
L'Album de la Semaine / Studio 104,109001,Paris,48.9038156,2.3596384,200
Fairmount Park,1395983,Philadelphia,39.981508,-75.224066,
KFOG Studios,73962,SF Bay Area,,,
Sinkkasten,58522,Frankfurt,50.11545,8.68309,
Maria am Ufer,46296,Berlin,52.5097391,13.4295101,
Kuala Lumpur Convention Centre,502501,Kuala Lumpur,3.154034,101.711493,
Fort Canning Park,62121,Singapore,1.296183,103.846181,
Big Cat,53535,Osaka,34.67232,135.49881,
Daikanyama UNIT,926981,Tokyo,35.64699,139.70243,
Waterfront at Aloha Tower,37584,Honolulu,21.3063055,-157.8658769,
Complejo Telcel De Tenis,1620993,Guadalajara,20.6638594,-103.4266138,
Teatro Faenza,1579898,Bogota,,,
Arena Santiago,67053,Santiago,-33.4627422,-70.6617918,
Cine Joia,1539788,São Paulo,-23.5534707,-46.6358133,1500
Hasta la vista,1758353,São Paulo,-23.5593948,-46.6462552,
Palladium,75502,Warsaw,52.2327177,21.0114732,
Lachine Canal,1609858,Montreal,45.4700984,-73.5819782,
Super Sonic Festival,1953864,Seoul,37.5191544,127.1274285,
Makuhari Messe International Exhibition Hall / 幕張メッセ国際展示場,816746,Tokyo,35.64746,140.03523,
Maishima,452316,Osaka,,,
Shibuya-AX,49045,Tokyo,35.6615911,139.700471,
Potato Head Beach Club,1316441,Denpasar,-8.6823712,115.1529849,
Olympic Valley Lodge,2115204,Squaw Valley,39.196355,-120.2358352,
Troxy,7898,London,51.51287,-0.04401,2600
Kansas City Power & Light District,849401,Kansas City,39.09858,-94.58202,
A2 Club,2052239,St. Petersburg,59.924895,30.345832,
Glav Club,2482369,Moscow,55.707958,37.5959539,
Fuji Rock Festival,45958,Tokyo,,,
Moose's Tooth Pub & Pizzeria,30389,Anchorage,61.19049,-149.86921,
Hog's Back Park,1334656,Ottawa,45.379119,-75.65406,
Ottawa Folk Festival,1035786,Ottawa,,,
Sway,2002139,Columbus,39.9714022,-83.0028854,
Pan American Center,6011,El Paso,32.28602,-106.74328,
United Palace Theatre,3091,New York,40.846441,-73.937867,
Slake,2394784,New York,40.7494549,-73.9942662,
Parque Fundidora,355851,Monterrey,25.70089,-100.26004,
City of Rock MGM Resorts Festival Grounds,2774968,Las Vegas,36.1137908,-115.1694366,80000
"Summit Pavilion, Grand Sierra Resort & Casino",176348,Reno,39.5296329,-119.8138027,
Rockwell @ the Complex,1625953,Salt Lake City,40.76772,-111.90691,
WinStar World Casino & Resort,60940,Plano,33.7577852,-97.1320391,
Grandview Park,90913,Sioux Falls,42.51518,-96.40808,
Pepsi Center WTC,1774303,Mexico City,19.39326,-99.17594,
Parque Trasloma,2757553,Guadalajara,20.65567,-103.39015,
Brewery Ommegang,17789,Springfield,42.6294939,-74.8910268,
Věkoše Airport,75215,Hradec Králové,,,30000
Caja Mágica,788506,Madrid,40.3675,-3.6828,
Parque Das Nações,1471683,Lisbon,38.7686316,-9.095858,
The Dome Center,3470434,Rochester,43.0655164,-77.609347,
ASB Baypark Stadium,2792903,Tauranga,-37.685,176.22738,
Zepp BIGBOX,3599539,Singapore,1.34039,103.70899,
Woodward Park,320576,Fresno,36.85448,-119.78955,
The Cowan,3802769,Nashville,36.17826,-86.77769,
CCNB Amphitheatre at Heritage Park,3639194,Columbia,34.713,-82.23486,
St. Joseph's Health Amphitheater at Lakeview,3058199,Rochester,43.08858,-76.22297,
Cameron House,105891,Toronto,43.6485984,-79.397567,
The East Room,2587388,Chicago,41.92384,-87.69934,
Old Concrete Street Pavilion & Amphitheater,2474,Corpus Christi,27.8021385,-97.3975703,
The Marquee,3345444,Phoenix,33.4255104,-111.9400054,
Avaya Stadium,3782469,SF Bay Area,37.3515732,-121.9254823,
Velódromo del Estadio Nacional,45316,Santiago,-33.4702562,-70.6065662,
Estadio Obras,521891,Buenos Aires,-34.5449856,-58.4547781,
Historic Virginia Key Beach Park,1587513,Miami,25.73548,-80.15867,
Garden Of Mexico,4365520,Mexico City,,,
The Highball,614626,Austin,30.2552269,-97.7619804,
Gas Monkey Live,2424769,Dallas - Fort Worth,32.8583293,-96.8939222,2500
Stardust Vintage,3916459,Austin,30.2456728,-97.7688358,
3TEN Austin City Limits Live,3228859,Austin,30.26536,-97.7473,
3ten ACL Live,3239394,Austin,30.26536,-97.7473,
Hotel Vegas,1247901,Austin,30.26338,-97.72725,
Pecan Street Festival,989756,Austin,30.2686993,-97.7421112,
Fortress of Updog,3961964,Austin,,,
800 Congress,3246639,Austin,30.2702247,-97.7425034,
Carousel Lounge,123348,Austin,30.309829,-97.7082234,
Marlin Room at Webster Hall,1035371,New York,40.7315474,-73.9891966,
50 Mason Social House,1156236,SF Bay Area,37.7840735,-122.4092182,
The Basement,229503,Springfield,42.31943,-72.6318,
Heirloom Arts Theatre,33020,Bridgeport,41.3929591,-73.4505791,
Radiant,1614058,Newark,40.817151,-74.157952,
Studio at Waiting Room,2715093,Buffalo,42.893541,-78.876413,
Paycheck's Lounge,52724,Detroit,42.3999685,-83.0591005,
Donato's Basement,2651308,Columbus,40.0048,-83.00865,
Cobra Lounge,34808,Chicago,41.8862415,-87.6668109,
California Brew Haus,184898,Rochester,43.2001529,-77.6376325,
The Delancey,13509,New York,40.7178096,-73.9853104,300
Ortlieb's Lounge,573336,Philadelphia,39.964506,-75.1423329,
Holmes Farm,2639678,Boston / Cambridge,41.9219511,-70.5490418,
Rockwood Music Hall Stage 3,2399549,New York (NYC),40.72199,-73.98838,60
Hill Country BBQ - New York,31317,New York (NYC),40.74439,-73.99039,300
The Well,3319199,New York,40.70847,-73.93787,
Riis Park Beach Bazaar,2983643,New York,40.5663668,-73.8702749,
The Merry Widow,3097654,Mobile,30.69064,-88.04227,
Timbre Room,3373189,Seattle,47.61689,-122.33117,
The Underground @ Dime,3158749,Detroit,42.33351,-83.04999,150
Levitt Pavilion,2666598,Denver,39.68708,-105.00203,
Magic Rat Live Music - The Elizabeth Hotel,3750694,Cheyenne,40.5875,-105.07371,
The Side Room,3784434,Omaha,41.2053349,-96.0516872,
North Dakota Museum of Art,803941,Fargo,47.9219213,-97.0709419,
The Warming House,3272909,Twin Cities,44.93029,-93.29052,
Mahall's,3568874,Cleveland,41.47727,-81.78115,
The Roxy Cabaret,3533929,Vancouver,49.2799,-123.12205,
Curtain Club,35191,Dallas - Fort Worth,32.783721,-96.7831999,
VZD's,53608,Oklahoma City,35.51419,-97.52965,
New Brookland Tavern,126875,Columbia,33.993822,-81.056228,
The Windjammer,63056,Isle of Palms,32.7847044,-79.7902319,
Bar Bar Apartment at Mississippi Studios,1152956,Portland,45.551433,-122.6758342,
Ortlieb's,2970218,Philadelphia,39.96461,-75.14226,
Sevier Park Fest,4175609,Nashville,36.11813,-86.78834,
Tower Studio,3540914,Oklahoma City,35.49352,-97.52046,
Tripple Crown Whiskey Bar & Raccoon Motel,3992624,Rockford,,,
Icehouse,1901833,Twin Cities,44.95619,-93.2784,700
Rhythm n Blooms,1260141,Knoxville,35.9604682,-83.9194151,5000
Free Range Brewing,3236614,Charlotte,35.24051,-80.81331,
Encore at the Uptown Theater,3333789,Kansas City,39.06085,-94.59118,
Musical Instrument Museum,3507714,Phoenix,33.66762,-111.97838,
Deep Ellum Art Co,3849559,Dallas - Fort Worth,32.78415,-96.77738,
Wham City,247658,Baltimore,,,
Two Art Chicks,71282,Greensboro,,,
Building 16,263281,Providence,,,
Hemlock Tavern,31153,SF Bay Area,37.7873492,-122.4199937,
Crash Mansion,13297,New York,40.721138,-73.993373,
The Depot,80604,Baltimore,39.30966,-76.61657,
Massachusetts College Of Art,263151,Boston / Cambridge,42.3374359,-71.0991548,
Église de l'Immaculée-Conception,247538,Montreal,45.5312,-73.5693,
Museum of Contemporary Art (MOCA) Detroit,30818,Detroit,42.3537042,-83.0616592,
Epiphany Episcopal Church,523271,Chicago,41.878676,-87.666263,
No Coast,34806,Chicago,,,
Oberlin College,53249,Oberlin,41.2939386,-82.2173786,
Apostrophe,18439,New York,40.696156,-73.90985,
The Milestone Club,57472,Charlotte,35.244728,-80.883505,150
Duke Coffeehouse,77741,Durham,36.0067,-78.91348,
The Talking Head Club @ Sonar,497911,Baltimore,39.292224,-76.609553,150
Danbro Studios Warehouse,37243,New York,40.7086063,-73.9377101,
Chameleon Arts Cafe,36654,Nottingham,52.95354,-1.15255,70
Cassette,50591,Glasgow,55.8655409,-4.2653522,
Atari,268491,Leipzig,51.3359408,12.4059684,
7,89344,Prague,50.07994,14.39406,
AZ Conni,71685,Dresden,51.07686,13.75091,
SUB071,68981,Leiden,52.1663639,4.4850015,50
Berkeley Cafe,102847,Raleigh,35.776913,-78.642819,
Mustache Co. Bicycles,1428018,Raleigh,,,
Floristree,80088,Baltimore,39.2903848,-76.6121893,
Eyedrum (c4/fuse Center),2520054,Atlanta,33.7521292,-84.3938684,
The Orange Show,30640,Houston,29.7178092,-95.3244078,
Modern Art Museum of Fort Worth,67828,Dallas - Fort Worth,32.74902,-97.36301,
The Wesley Foundation,266316,Grand Rapids,37.3596365,-121.8277216,
The Contemporary Art Institute of Detroit (CAID),68666,Detroit,42.3521377,-83.0839108,
Andrew's Lane Theatre,33320,Dublin,53.3434707,-6.2624381,
Monster Island Basement,47953,New York,40.71835,-73.96465,
The Captain's Rest,18218,Glasgow,55.8723974,-4.2728769,110
The Bay House,779716,Manchester,,,
Korova,1639,Liverpool,53.40294,-2.97965,
Royal Park Cellars,12183,Leeds,53.81009,-1.57012,
Start The Bus,113335,Bristol,51.4537512,-2.5961059,
Ibar,627886,Bournemouth,50.7227468,-1.865341,
Death By Audio,30800,New York,40.7144829,-73.965872,
WMUC 88.1 FM University of Maryland,144468,Washington,38.9830244,-76.9436909,
Troika Music Festival,1273731,Durham,35.9940329,-78.898619,
Criminal Records,49518,Atlanta,33.7651059,-84.3497074,
Mango's,268541,Houston,29.744302,-95.386131,
Rogue Bar,49359,Scottsdale,33.4532385,-111.9259974,
Synchronicity Space,495806,Los Angeles,34.0834902,-118.2944312,
El Rio,31117,SF Bay Area,37.746817,-122.419467,
Rhinoceropolis,80551,Denver,39.771159,-104.9779294,
Foundation,773126,Kansas City,39.1022058,-94.5991802,
Double Double Land,1271721,Toronto,43.653226,-79.3831843,
Brookline Cable Access,1016406,Boston / Cambridge,,,
Silent Barn,3540354,New York,40.6970615,-73.9061715,
Shea Stadium,43570,New York,40.7559169,-73.849076,57333
East River State Park,499811,New York,40.7207711,-73.9614147,
Orto,57284,Ljubljana,46.05793,14.52152,
Osteria Da Tocchetto,69501,Montebelluna,45.7750569,12.054343,
Komma,71676,Stuttgart,48.7377,9.30879,
De Club Up,935711,Amsterdam,52.3638349,4.8837625,
New Hero,762871,Brighton,50.8243792,-0.1451556,250
Islington Mill,12755,Manchester,53.4819212,-2.26317,275
13th Note,59321,Glasgow,55.85603,-4.24686,
The Library,8049,Leeds,53.81078,-1.55673,
LA CARTONNERIE,50069,Reims,49.26843,4.03588,
Bad Bonn,31959,Dudingen,46.86157,7.18018,
Sonic Ballroom,150418,Cologne,50.9489962,6.9074,
Schokoladen,30945,Berlin,52.52974,13.39659,
AS220,10707,Providence,41.8216122,-71.4158846,
The Ox,601191,Philadelphia,39.9795244,-75.145782,
Haverford College,116893,Philadelphia,,,
The New Brookland Tavern,518316,Columbia,33.993822,-81.056228,
The Wormhole,600206,Augusta,32.05522,-81.10106,
Farside,766881,Tallahassee,30.4314269,-84.2805681,
The Exchange,71482,Little Rock,,,
Pilot Light,10953,Knoxville,35.9706002,-83.9181854,
Brillobox,10812,Pittsburgh,40.46567,-79.95475,
Creative Alliance,302986,Baltimore,39.2865489,-76.5716446,
"2640 Space, St. John's Church",79361,Baltimore,39.32045,-76.616,
"Whitson's Memorial Greeting Hall, SUNY Purchase",868801,Purchase,41.0386621,-73.6975086,
Live,1019536,Raleigh,35.5676523,-77.3485189,
Broadway's,105994,Knoxville,35.598853,-82.553881,
The Blue Moon Cafe,386251,Shepherdstown,39.4312909,-77.8028889,
Pennsylvania State University,87685,Pittsburgh,40.8084075,-77.8638835,
Levering Quad John Hopkins University,1315391,Baltimore,,,
Mayday,775381,Cincinnati,39.15988,-84.53268,
123 Pleasant Street,57339,Pittsburgh,39.6296047,-79.9582857,
Steinbruch,715026,Duisburg,51.41192,6.79866,
De Nieuwe Anita,280601,Amsterdam,52.3741656,4.8726901,
Plan B,9018,London,51.4644481,-0.1147263,600
PETIT BAIN,1370651,Paris,48.83549,2.3767,450
Sonic,63888,Lyon,45.7511546,4.8205966,
Metropol,1240466,Celje,46.2281113,15.2612933,
Forum Stadtpark,59820,Graz,47.07466,15.4435,
Lovelite,91099,Berlin,52.5067048,13.4618397,
Woodstock Bar,748481,São Paulo,,,
Wallace Parking Deck,1372351,Durham,35.9144951,-79.0547175,
The Current Space,122941,Baltimore,39.2947142,-76.6197936,
Pehrspace,20870,Los Angeles,34.0664679,-118.2604413,
The Strutt,613741,Grand Rapids,42.2906433,-85.594253,
Fun Fun Fun Fest,98840,Austin,30.1345808,-97.6358511,
Padre's Marfa,773856,Marfa,30.3096627,-104.0234501,
VFW Post 2951,78798,Santa Fe,35.6849455,-105.9444741,
Alex's Bar,31241,Los Angeles (LA),33.78284,-118.15743,
Twisted Branch Tea Bazaar,79779,Richmond,38.0296779,-78.479003,
Rhythm Factory,3320,London,51.5168649,-0.0676107,
Artistika Nightclub,830541,Greensboro,36.066512,-79.790115,
Tin Roof,67699,Columbia,32.7966824,-79.9969835,
Boone Saloon,123706,Winston-Salem,36.21729,-81.68161,
La Boite,173383,Madrid,40.4183,-3.70321,
Hafen 2,32837,Offenbach,50.11227,8.75419,
Berghain | Panorama Bar | Säule,484461,Berlin,52.51198,13.44323,
Kulturzentrum Lagerhaus,486181,Bremen,53.0719865,8.822502,
"Stage 01, 013",1183096,Tilburg,51.5576386,5.0927592,
OT301,211698,Amsterdam,52.3601403,4.865707,
"Corbin J. Robertson Center, Southwestern University",234643,Georgetown,,,
The Depot,1133526,Baltimore,39.9511114,-76.7312953,
"Eclectic House, Wesleyan University",150493,Bridgeport,41.5550191,-72.6542987,
Le Cercle,20841,Québec,46.8131762,-71.2279655,
Mavericks,34947,Ottawa,45.4279357,-75.6880917,
Valentine's,2611,Springfield,42.6542626,-73.7731604,
Cafe Nola,604091,Washington,39.4141758,-77.4108277,
Folkets Park,48999,Hultsfred,57.49484,15.8416513,
Launch Music Festival,1889363,Sacramento,,,
César Chávez Park,73917,Sacramento,38.5803015,-121.4934723,5000
La Plage de Glazart,1890568,Paris,48.89914,2.38899,
"Terrasse, Palais des Festivals",978511,Cannes,43.69543,7.27107,
"Reiherstieg Hauptdeich Ecke Alte Schleuse, Wilhelmsburg",1570128,Hamburg,,,
Audie's Olympic Tavern/Club Fred,342706,Fresno,36.7617562,-119.7987894,
Humboldt Brews (Humbrews),73789,Santa Rosa,40.87018,-124.08715,
Branx,604921,Portland,45.5205757,-122.6637658,
Lucky Bar,32930,Victoria,48.4267627,-123.3696021,
Gallery of Modern Art (GoMA),795991,Brisbane,-27.4786177,153.0226106,
Alabama Music Box,50791,Mobile,30.691,-88.04293,
Peasant's Pub,158668,Raleigh,35.6110216,-77.3724358,
Al's Bar,92275,Lexington,38.05413,-84.48638,
Neptune's Parlour,2367684,Raleigh,35.77714,-78.6398,
Hopscotch Music Festival,1026101,Raleigh,35.7795897,-78.6381787,
"Memorial Hall, UNC Chapel Hill",282591,Durham,35.9111,-79.05201,
The V Club,35176,Charleston,38.41762,-82.44536,
APK Live,1211651,London,42.9826513,-81.2440819,
Metropolitan Kitchen & Lounge,1476818,Baltimore,38.97729,-76.49971,
Center for the Arts Eagle Rock,37753,Los Angeles,34.13962,-118.21492,
Cenote,2172584,Austin,30.2669796,-97.7570978,
Haven,1593178,Austin,30.2670997,-97.7444987,
Railyard Ale House,49687,Billings,45.7828445,-108.5015504,
Filling Station,53610,Billings,45.6988202,-111.0319631,
Les Trinitaires,93487,Metz,49.1211275,6.1795251,
Gleis 22,71262,Münster,51.9535777,7.6312305,250
Cafe Glocksee,100469,Hannover,52.3717764,9.7207578,
"Festsaal, K4 (Künstlerhaus)",1516748,Nuremberg,49.44841,11.08175,
Südpol,121833,Luzern,47.03806,8.29921,
Artscape Gibraltar Point,1413703,Toronto,43.6129224,-79.3841276,
Great Northern Hotel,33259,Gold Coast,-28.643129,153.612565,
House of Vans,1306506,New York,40.72598,-73.95741,
Latitude 44,603121,Sioux Falls,43.5487841,-96.7200611,
Egyptian Theatre,11438,Boise,43.615324,-116.202371,
Star Palace Ballroom,76243,Fresno,36.7384145,-119.7948294,
Los Angeles Memorial Sports Arena,109229,Los Angeles,34.0125891,-118.2847481,16740
First City Festival,2314599,SF Bay Area,,,
Park Street Patio,689266,Columbus,39.972994,-83.004981,
Forest Park,74066,St Louis,38.6369062,-90.2854839,
deep ellum,634971,Dallas - Fort Worth,32.78025,-96.77885,
Markthalle,32244,Hamburg,53.54947,10.00674,1250
Gagarin 205,33321,Athens,38.00323,23.72189,
Močvara,52226,Zagreb,45.79108,15.97622,
Menza Pri Koritu,33078,Ljubljana,46.0572838,14.5166037,
